,Review,Subtheme_1,Sentiment_1,Subtheme_2,Sentiment_2,Subtheme_3,Sentiment_3,Subtheme_4,Sentiment_4,Subtheme_5,Sentiment_5,Subtheme_6,Sentiment_6,Subtheme_7,Sentiment_7,Subtheme_8,Sentiment_8,Subtheme_9,Sentiment_9,Subtheme_10,Sentiment_10,Subtheme_11,Sentiment_11,Subtheme_12,Sentiment_12,Subtheme_13,Sentiment_13,Subtheme_14,Sentiment_14,Subtheme_15,Sentiment_15,Subtheme_16,Sentiment_16,Subtheme_17,Sentiment_17,Subtheme_18,Sentiment_18,Subtheme_19,Sentiment_19,Subtheme_20,Sentiment_20,Subtheme_21,Sentiment_21,Subtheme_22,Sentiment_22,Subtheme_23,Sentiment_23,Subtheme_24,Sentiment_24,Subtheme_25,Sentiment_25,Subtheme_26,Sentiment_26,Subtheme_27,Sentiment_27,Subtheme_28,Sentiment_28,Subtheme_29,Sentiment_29,Subtheme_30,Sentiment_30
9305,I booked for 2 front tires at the local garage and arrived early at the garage next day and they were done within 45 minutes. Excellent service from [REDACTED] and the Garage.,book front tire local garage arrive garage next day do minute,positive,excellent service REDACTED Garage,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9306,I was able to buy a top branded tyre at a good price.Tyres were fitted when they said they would be and the tyre fitting garage were very professional. I am very happy that I used [REDACTED] and will definitely be buying my tyres from them again..,able buy top brand tyre good price,positive,tyre fit say tyre fitting garage professional,positive,happy use REDACTED buy tyre,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9307,An excellent service with friendly staff. Offered coffee and biscuit while I waited for the tyres to be fitted.,excellent service friendly staff,positive,offer coffee biscuit wait tyre fit,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9308,"Not a great experience so far. Still waiting for a missing tyre from my order. It seems “chat” to a team member actually means send an e-mail....not quite the same thing! No replies from that as yet.Help line merrily racks up a premium cost whilst you wait....I bailed out just after 5 mins before it cost me any more money.I feel very isolated as a customer with an issue right now.When things go wrong [REDACTED] don’t appear to meet the standards of customer care that we have come to expect from a major online retailer, particularly one owned by a company as reputable as Michelin.",great experience,negative,wait miss tyre order,negative,seem chat team member mean send e - mail .... same thing,negative,reply,negative,help line rack premium cost wait,negative,bail min cost more money,positive,feel isolated customer issue,positive,thing go wrong appear meet standard customer care come expect major online retailer own company reputable Michelin,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9309,"Great tyres at competitive price.Would have scored five stars, but, it looks as though the front tyres will need rebalancing.I‚Äôve used [REDACTED] before and are my preferred choice.",great tyre competitive price,positive,score star look front tyre need rebalancing,negative,I‚Äôve,negative,use preferred choice,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9310,Price was competitive but tyre delivery to fitters was delayed. On the plus side they did let me know,price competitive tyre delivery fitter delay,negative,plus side let know,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9311,Everything advertised was done excellent service,advertise do excellent service,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312,"The purchase of the tyres was easy and simple and the tyres I choose were a good price however, the garage for the fitting was not good. The original booking was cancelled then booked again and that was cancelled then had to wait 2 weeks to get a date when I wasn't working and they could fit the tyres. When we actually went to get them done the garage was very quiet and kindly didn't inflate one of the tyres correctly so that evening when driving the car I had t ore inflate one of them to the correct pressure. Garage bad, tyres good.",purchase tyre easy simple tyre choose good price garage fitting good,positive,original booking cancel book cancel wait week get date work fit tyre,positive,go get do garage quiet inflate tyre evening drive car have t ore inflate correct pressure,positive,garage bad tyre good,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9313,Very responsive customer service. Gave me a full refund when I cancelled my order.,responsive customer service,positive,give full refund cancel order,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314,Great job very prompt,great job prompt,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9315,I found ordering tyres very easy from start to finish. A great range of tyres were available at extremely competitive prices which included fitting and at a date at a garage of my choice. Couldn't ask for anything more.,find order tyre easy start finish,positive,great range tyre available competitive price include fitting date garage choice,positive,ask more,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316,Good service !,good service,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9317,Will definitely be using [REDACTED].com again.,use redacted].com,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9318,"First time using [REDACTED] i was suppose to have my tyre fitted on the fiday i get a email to say they will not be fitted friday as my tyres did not turn up on time, then they email me friday afternoon to telle my tyres have finally tirn up amd to call then so i ring [REDACTED] on friday night the lady told me that she will sort my tyres out and phone the garage Saturday as soon as it open at 10am to see when i could have my tyres fitted then phone me to tell me as soon as she know a time and day but she's never ring me back so i waited till Tuesday still no call from balck circle so on Wednesday i phone the garage myself and finally got a booking to have my tyres fitted i was not happy with this service",first time use suppose have tyre fit fiday get email say fit friday tyre turn time email friday afternoon telle tyre tirn call,positive,ring REDACTED friday night lady tell sort tyre phone garage Saturday open am see have tyre fit phone tell know time day,negative,re,negative,wait Tuesday call balck circle Wednesday phone garage get booking have tyre fit happy service,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319,I bought two tyres for my T4 and saved £30. Process online worked well and efficiently. The service at the garage was real fast and prompt though the staff could do with some customer training. Overall very happy.,buy tyre T4 save,negative,process work,negative,service garage fast prompt staff do customer training,positive,happy,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9320,Friendly staff...very helpful ...,friendly staff helpful,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9321,Very straightforward website and good customer service when the appointment didn’t quite go to plan,straightforward website good customer service appointment go plan,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9322,"The booking process was simple and choosing a local garage for a specific time slot felt like a ‘win win’ situation.However, I don’t think an hour to fit two new tyres is acceptable, with no apology or explanation. It appeared that this is the ‘norm’ for bookings made via a third party site like [REDACTED] and not directly with the garage themselves - can’t say they seemed happy to receive the additional business, so why sign up to this scheme???I need two more tyres soon, but as the savings are not that great I’ll book direct at my usual fitter, so at least I know it will take half the time - I can’t even say it was a lack of fitters as there were at least 3. I’d say a lesson learned the hard way, which is a shame as it seemed like a good idea at the time, but the customer service was let down by the garage.",booking process simple choose local garage specific time slot feel win win situation,positive,think hour fit new tyre acceptable apology explanation,positive,appear norm booking make third party site garage say seem happy receive additional business sign need more tyre saving great book direct usual fitter least know take time say lack fitter be least,positive,say lesson learn hard way shame seem good idea time customer service let garage,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9323,After discovering '[REDACTED]' I wouldn't go anywhere else,discover go,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9324,No issues. Everything was to a standard I would hope for when dealing with a member of the public.,issue,negative,standard hope deal member public,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325,Have used [REDACTED] before and like the service.I like the ability to review a wide range of tyre choices on the website before making my choice rather than the limited selection you would get at a garage. Then you can book your time slot and place to have the tyres fitted. The fitters have always been very good too.Will definitely use again.,use REDACTED service,negative,like ability review wide range tyre choice website make choice limited selection get garage,negative,book time slot place have tyre fit,negative,fitter good,positive,use,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9326,Got the tyres I wanted at a competitive price with no hassle having them fitted. 😊,got tyre want competitive price hassle have fit,negative,😊,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9327,"Needed tyres. Ordered them and within a couple of days had them on my car.What more do you want?Easy does it, no fuss.Will use service again xxx",need tyre,negative,order couple day have car,negative,more want?Easy do fuss,positive,use service,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9328,Two words just about sum it up... THE BEST,word sum,negative,best,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9329,"Excellent web site, easy to arrange and good prices",excellent web site easy arrange good price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9330,"This was a simple, fuss-free system to use. I found a wide variety of tyre options to choose with many locations to choose from at a date and time of my choice too which is great!The service delivery on the day was professional, i was given a full checklist to keep as well which is handy.The customer service team emailed with confirmations of my booking as assisted with a time change A faultless service experience.",simple fuss free system use,negative,find wide variety tyre option choose many location choose date time choice great!The service delivery day professional give full checklist keep handy,positive,customer service team email confirmation booking assist time change faultless service experience,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9331,"Easy to book on line great customer service when I had to call them, Service at the centre could be better actual work carried out was fine but customer service could be better by fitters.",easy book line great customer service have call Service centre well actual work carry fine customer service well fitter,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9332,"[REDACTED].com was recommended to me by my brother, so I decided to give them a try. The pricing was very competitive and the service provided by my local tyre fitter was very good too. I will definitely be using them again.",REDACTED].com recommend brother decide give try,negative,pricing competitive service provide local tyre fitter good,positive,use,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9333,On time service and did everything as agreed,time service do agree,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9334,Great service! I just picked my choice of tyres and got a great 15% discount. I then chose a great affiliate garage 2 miles away and the job was done in half hour. I was able to choose the slot most suitable for me too. Very satisfied indeed. I also had lots of choice of tyres to choose from at good prices.,great service,positive,pick choice tyre get great % discount,positive,choose great affiliate garage mile job do half hour,positive,able choose slot suitable,positive,satisfied,positive,have lot choice tyre choose good price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9335,good selection of tyres,good selection tyre,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9336,Rotella RH01 fitted on MG ZS. Good rating with pleasing performance at budget end price. Well fitted and balanced by Gilmar Motor Engineers in Molesey. First try of [REDACTED].com seems a good experience!,Rotella RH01 fit MG ZS,negative,good rating pleasing performance budget end price,positive,fit balance Gilmar Motor Engineers Molesey,negative,try redacted].com seem good experience,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337,2nd time I've had tyres fitted here and the service is friendly and professional.,2nd time have tyre fit service friendly professional,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9338,Great service and easy to use. Definitely recommend.,great service easy use,positive,recommend,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9339,Used many times before but never again. Ordered my tyres and selected my fitting date. Got an email to delay fitting date by 4 days because they claimed they couldn't get the tyres in that time. Arrived at selected garage on rearranged day and time and tyres hadn't arrived. Rang customer services and was told that the tyres were on the van and would be delivered later that day sometime. Fitting garage said they can get the tyres for the following day so I cancelled the [REDACTED] order and told the garage to order them in. They were paid for the tyres almost a week earlier but told me a refund would take 3-5 days. Told them this wasn't acceptable and the refund must be made that day. Tyres were fitted mid-day the following day and was told that the [REDACTED] tyres were delivered at the same time as the ones they ordered. I paid a 2% premium to get the tyres from a local garage but only pay when the job is finished. No brainer!,use many time,positive,order tyre select fitting date,positive,got email delay fitting date day claim get tyre time,positive,arrive select garage rearranged day time tyre arrive,negative,Rang customer service tell tyre van deliver day,negative,fitting garage say get tyre follow day cancel REDACTED order tell garage order,positive,pay tyre week tell refund take day,negative,tell acceptable refund make day,negative,tyre fit mid - day follow day tell REDACTED tyre deliver same time one order,negative,pay % premium get tyre local garage pay job finish,negative,brainer,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9340,Excellent prices and availability of local fitters. Have used before and will use again,excellent price availability local fitter,positive,use use,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9341,Good service and job well done!,good service job do,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342,"Great service, knowledge and sound advice given for the future. Will always use this company.",great service knowledge sound advice give future,positive,use company,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9343,"I initially reviewed [REDACTED] at one star for the absolutely dismal service and treatment i received from ATS Cannock. I can honestly say where ATS failed (in every way), [REDACTED].com have stepped up, their customer service is fantastic. Hopefully, on a normal transaction you'll have little to do with [REDACTED].com as you'll purchase through their website and hand everything over to your chosen garage. However, should you have any issues, [REDACTED].com customer service will exceed anything offered from a garage and adds a layer of protection. I honestly will never buy tyres again without using [REDACTED].com. This experience has taught me things can go very wrong very quickly and although i hope this experience will not be repeated, i'll always feel much better knowing [REDACTED].com are there to help.",review star dismal service treatment receive ATS Cannock,positive,say ATS fail way step customer service fantastic,positive,normal transaction have little do purchase website hand choose garage,negative,have issue redacted].com customer service exceed offer garage add layer protection,negative,buy tyre use,positive,experience teach thing go wrong hope experience repeat feel know help,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
